Wall time,Step,Value
1692371467.289189,43,0.0
1692371467.420303,46,0.0
1692371468.7066536,72,0.0
1692371469.699201,95,0.0
1692371473.3308392,168,0.0
1692371476.639587,230,0.0
1692371476.950006,235,0.0
1692371478.5814996,256,0.0
1692371479.699176,274,0.0
1692371482.1528707,309,0.0
1692371482.2868876,311,0.0
1692371482.771115,319,0.0
1692371493.4342508,475,0.0
1692371496.961973,537,0.0
1692371499.1198292,580,0.0
1692371499.4361293,587,0.0
1692371501.918574,635,0.0
1692371502.4809942,648,0.0
1692371512.172479,672,9.821258544921875
1692371534.599057,715,9.39895248413086
1692371538.3216352,723,9.318164825439453
1692371568.531205,786,8.58267593383789
1692371576.7728884,803,8.359406471252441
1692371579.7696643,809,8.278481483459473
1692371592.4005277,837,7.878929138183594
1692371657.045459,972,5.542607307434082
1692371677.8089995,1015,4.636878490447998
1692371703.6499133,1067,3.856505870819092
1692371722.6880925,1105,3.4843289852142334
1692371760.7047389,1181,2.8217673301696777
1692371804.0009596,1262,2.273038387298584
1692371831.8029187,1317,1.968803882598877
1692371833.2449915,1320,1.960038185119629
1692371841.205783,1334,1.89103102684021
1692371843.365206,1338,1.8700833320617676
1692371867.1427994,1386,1.6483440399169922
1692371870.3952687,1393,1.6198846101760864
1692371891.4642742,1437,1.4281888008117676
1692371905.9037917,1467,1.3201899528503418
1692371933.948175,1524,1.107875108718872
1692371947.6400106,1553,1.0182089805603027
1692371955.2777486,1569,0.9731782674789429
1692371962.867672,1585,0.9254782199859619
1692372013.5678625,1692,0.7034468650817871
1692372034.7925427,1735,0.6382529735565186
1692372036.5679808,1738,0.6308151483535767
1692372093.1352975,1845,0.5204340219497681
1692372105.019622,1867,0.4972414970397949
1692372110.6316118,1878,0.4915664792060852
1692372131.0776834,1918,0.47198784351348877
1692372146.2482789,1948,0.45217567682266235
1692372189.2313242,2037,0.41299739480018616
1692372218.770895,2097,0.3945096731185913
1692372264.0803888,2188,0.37350308895111084
1692372269.806702,2200,0.3656828999519348
1692372285.5039883,2232,0.36161524057388306
1692372300.9367213,2263,0.35571107268333435
1692372322.6977205,2308,0.3486621677875519
1692372362.139695,2390,0.3362796902656555
1692372385.0796392,2437,0.3308665156364441
1692372393.3486807,2454,0.3227246403694153
1692372394.5300782,2456,0.327599436044693
1692372396.9403257,2461,0.3269278109073639
1692372408.770004,2486,0.31635650992393494
1692372409.5448806,2487,0.3171285390853882
1692372415.2138293,2499,0.31387919187545776
1692372417.8130455,2504,0.31212735176086426
1692372432.2101457,2533,0.31345653533935547
1692372439.4427233,2548,0.30663830041885376
