Wall time,Step,Value
1692372508.0004973,2686,3.8574886322021484
1692372535.2093902,2741,3.868370532989502
1692372649.939453,2968,3.899923801422119
1692372684.8855844,3039,3.904836654663086
1692372686.164172,3042,3.9049692153930664
1692372746.7632055,3162,3.908323287963867
1692372781.4332178,3231,3.906935214996338
1692372788.7969952,3245,3.9060511589050293
1692372789.644212,3247,3.9065535068511963
1692372790.0650804,3248,3.9063897132873535
1692372819.732254,3306,3.9029533863067627
1692372912.8662403,3481,3.8852477073669434
1692372983.5934143,3619,3.8196778297424316
1692372984.9598963,3621,3.8187527656555176
1692373010.700253,3671,3.7911038398742676
1692373050.4440725,3742,3.7629294395446777
1692373081.2435467,3794,3.747201442718506
1692373093.4980347,3815,3.7414660453796387
1692373097.6808808,3822,3.740302324295044
1692373155.9534163,3929,3.7185091972351074
1692373170.2461603,3957,3.7142696380615234
1692373183.801615,3985,3.7107410430908203
1692373209.6910868,4037,3.707002639770508
1692373240.5042932,4099,3.7057275772094727
1692373294.4675894,4197,3.7099149227142334
1692373310.7420702,4228,3.7119688987731934
1692373312.9372642,4233,3.7126331329345703
1692373356.0985234,4318,3.722372055053711
1692373356.932058,4320,3.722588062286377
1692373398.440245,4401,3.7339649200439453
1692373444.7156289,4493,3.7495884895324707
1692373453.1873071,4510,3.7523064613342285
1692373463.7553937,4531,3.755272388458252
1692373529.1333077,4665,3.7777366638183594
1692373530.7431483,4669,3.7783730030059814
1692373534.6216705,4677,3.7798476219177246
1692373588.7585845,4789,3.797729015350342
1692373595.9069328,4803,3.799778461456299
1692373613.8625376,4841,3.8055973052978516
1692373619.5720925,4853,3.80777645111084
1692373639.6944942,4895,3.813995838165283
1692373677.0380642,4972,3.8240275382995605
1692373714.5924618,5051,3.834059715270996
1692373716.0503502,5053,3.834123373031616
1692373741.2631817,5107,3.8403844833374023
1692373754.5901504,5135,3.843977689743042
1692373805.7096214,5240,3.854275703430176
1692373857.1495497,5346,3.8634285926818848
1692373864.340658,5360,3.8644461631774902
1692373894.0890577,5421,3.8692312240600586
1692373957.2131474,5550,3.8785815238952637
1692374019.9161625,5680,3.884664535522461
1692374041.8914273,5724,3.887021541595459
1692374083.3325186,5809,3.8910717964172363
1692374093.0544775,5829,3.891623020172119
1692374110.4388795,5865,3.892678737640381
1692374114.1201832,5872,3.8927364349365234
1692374131.4329898,5908,3.894205093383789
1692374141.6720316,5929,3.894562005996704
1692374172.1719496,5991,3.8951563835144043
1692374182.1857913,6011,3.895392417907715
1692374236.2761843,6122,3.895991563796997
1692374241.2035143,6132,3.8951735496520996
1692374275.838343,6201,3.8947534561157227
1692374282.0479019,6214,3.8935160636901855
1692374284.5067313,6220,3.892401695251465
1692374319.418023,6290,3.8917601108551025
1692374330.7777474,6313,3.889504909515381
1692374361.5936487,6377,3.88631534576416
1692374435.8547866,6521,3.8739423751831055
1692374463.3993208,6575,3.8681387901306152
1692374477.4614687,6604,3.862898349761963
1692374504.8408818,6658,3.8535585403442383
1692374524.28087,6697,3.8466906547546387
1692374525.566336,6700,3.843441963195801
1692374531.7516925,6712,3.843038558959961
1692374547.4588811,6743,3.83624267578125
1692374603.9103825,6855,3.8061985969543457
1692374661.717923,6967,3.7655248641967773
1692374674.8496957,6993,3.754051446914673
1692374733.5742598,7107,3.6970582008361816
1692374738.119697,7115,3.6918623447418213
1692374759.123169,7156,3.6684036254882812
1692374806.1783617,7248,3.6154897212982178
1692374838.6307163,7312,3.5721230506896973
1692374863.144118,7360,3.5417354106903076
1692374874.875536,7383,3.527646780014038
1692374909.4072957,7451,3.4886908531188965
1692374914.7868574,7461,3.4845523834228516
1692374916.0995727,7464,3.4830267429351807
1692374923.535845,7479,3.474249839782715
1692374940.946813,7512,3.453721523284912
1692375033.1802378,7694,3.3942534923553467
1692375067.5667944,7761,3.3845057487487793
1692375081.7248237,7789,3.377796173095703
1692375086.9997394,7799,3.378035306930542
1692375105.3544736,7834,3.373511552810669
1692375185.2061093,7992,3.3630964756011963
1692375223.3099687,8067,3.363434314727783
1692375282.2792423,8181,3.3628318309783936
1692375302.4728901,8222,3.3644261360168457
1692375375.2090003,8364,3.3646790981292725
1692375378.4028993,8369,3.3648133277893066
1692375382.314516,8378,3.3652944564819336
1692375430.8538873,8471,3.365556478500366
1692375445.1451554,8499,3.3678293228149414
1692375449.7412221,8509,3.367219924926758
1692375498.222862,8602,3.3712172508239746
1692375515.0396826,8636,3.369497060775757
1692375545.6951733,8696,3.3732995986938477
1692375639.4482446,8879,3.377135753631592
1692375653.2488182,8905,3.377253532409668
1692375654.58295,8908,3.377959728240967
1692375664.8542724,8929,3.3798718452453613
1692375669.031736,8936,3.378520965576172
1692375698.057358,8994,3.3806684017181396
1692375701.7165627,9000,3.3832170963287354
1692375729.6102111,9056,3.382662773132324
1692375834.419749,9261,3.3871231079101562
1692375863.748069,9317,3.3900375366210938
1692375880.1810043,9349,3.390223264694214
1692375923.9985664,9436,3.3932204246520996
1692375940.9149494,9469,3.3948092460632324
1692375981.1232839,9548,3.397740602493286
1692375985.4876873,9555,3.3968043327331543
1692375991.0658529,9568,3.395423412322998
1692376021.8934615,9628,3.3984453678131104
1692376037.4642742,9658,3.3993043899536133
1692376048.6078806,9681,3.398472547531128
1692376057.7391813,9699,3.398979663848877
1692376132.330271,9844,3.4069690704345703
1692376165.7418232,9908,3.412288188934326
1692376243.9595468,10059,3.4096946716308594
1692376256.6377656,10085,3.41336727142334
1692376355.7441165,10277,3.421204090118408
1692376360.120339,10284,3.4202322959899902
1692376417.946212,10397,3.4225759506225586
1692376419.288851,10400,3.422762870788574
1692376461.4202304,10480,3.427588939666748
1692376483.3979025,10523,3.4290823936462402
1692376528.1146483,10608,3.431002140045166
1692376543.2834275,10639,3.4322423934936523
1692376551.9510188,10655,3.4297304153442383
1692376560.8642037,10672,3.4318759441375732
1692376581.9148955,10712,3.4332783222198486
1692376606.39757,10758,3.435492515563965
1692376606.8488455,10759,3.435293197631836
1692376617.9329407,10781,3.4349114894866943
1692376636.3705199,10816,3.4371516704559326
1692376649.2492867,10842,3.4372055530548096
1692376654.8288016,10851,3.4388856887817383
1692376682.3219311,10903,3.4384937286376953
1692376683.6947727,10906,3.440152168273926
1692376701.3046968,10940,3.440192937850952
1692376703.0894756,10944,3.440993070602417
1692376714.9556413,10967,3.4424614906311035
1692376719.0483012,10973,3.44091796875
1692376719.976774,10975,3.440700054168701
1692376743.4669588,11021,3.443537950515747
1692376786.157383,11103,3.4436817169189453
1692376795.9661665,11122,3.445730686187744
1692376801.371904,11131,3.444248676300049
1692376837.8454692,11199,3.446211099624634
1692376838.9693866,11201,3.445007801055908
1692376870.0920823,11261,3.4503111839294434
1692376952.4622462,11420,3.4555177688598633
1692376980.6262279,11473,3.456460475921631
1692376990.9617438,11493,3.454700469970703
1692377006.613041,11524,3.454986572265625
1692377012.1611629,11533,3.4535675048828125
1692377021.3376455,11550,3.4540014266967773
1692377030.607564,11567,3.456209659576416
1692377073.4352636,11649,3.458193778991699
1692377085.5470376,11672,3.459341049194336
1692377093.3109426,11686,3.462394952774048
1692377131.3830795,11760,3.46144437789917
1692377191.8244119,11874,3.463385820388794
1692377243.1210437,11970,3.463787078857422
1692377245.4091742,11975,3.4676642417907715
1692377265.0976248,12011,3.4693095684051514
1692377280.7288673,12042,3.4683690071105957
1692377332.1554322,12139,3.4689559936523438
1692377345.4344187,12165,3.468291759490967
1692377347.2227676,12169,3.467750072479248
1692377355.907075,12185,3.471831798553467
1692377378.0174072,12227,3.467978000640869
1692377411.5243158,12291,3.470391273498535
1692377414.3815117,12294,3.472569227218628
1692377473.4579737,12406,3.471196413040161
1692377501.3831441,12459,3.47214412689209
1692377613.2513745,12672,3.477212429046631
1692377629.1089427,12700,3.479325294494629
1692377685.6701715,12806,3.4749884605407715
1692377723.532958,12878,3.473001480102539
1692377756.8525534,12940,3.475236654281616
1692377797.6141272,13018,3.4754562377929688
1692377807.0184598,13035,3.475140333175659
1692377821.1302347,13062,3.4743735790252686
1692377832.496674,13083,3.4755845069885254
1692377839.6019878,13095,3.4729347229003906
1692377848.246655,13110,3.477811813354492
1692377878.065171,13167,3.4765801429748535
1692377916.4078329,13240,3.4733920097351074
1692377975.4075146,13350,3.478404998779297
1692378005.4209862,13403,3.4763479232788086
1692378007.2717292,13407,3.477725028991699
1692378061.2474189,13505,3.474376678466797
1692378084.4022439,13547,3.475332736968994
1692378112.0045185,13598,3.4724650382995605
1692378125.240671,13621,3.47129487991333
1692378158.3566256,13680,3.4741883277893066
1692378159.791172,13683,3.472585439682007
1692378211.9013498,13777,3.471705436706543
1692378230.0389898,13811,3.4678847789764404
1692378250.418109,13846,3.473870277404785
1692378272.6892529,13885,3.471468448638916
1692378324.4114258,13977,3.4730634689331055
1692378336.6963136,13999,3.4689483642578125
1692378381.5066278,14081,3.475208044052124
1692378460.3812687,14222,3.4683377742767334
1692378497.132311,14288,3.4664173126220703
1692378500.375495,14295,3.464419364929199
1692378515.037008,14321,3.470670700073242
1692378525.4517586,14339,3.4731805324554443
1692378557.3753772,14398,3.470977306365967
1692378585.2518256,14448,3.474092960357666
1692378611.4113774,14495,3.4734911918640137
1692378648.059653,14558,3.467825412750244
1692378689.4856443,14633,3.471580982208252
1692378692.339568,14639,3.4763174057006836
1692378708.9908996,14669,3.4733643531799316
1692378715.2099566,14678,3.4767065048217773
1692378720.0252028,14688,3.4757888317108154
1692378771.5570025,14780,3.4840431213378906
1692378776.355149,14789,3.4820005893707275
1692378788.4676926,14810,3.4806151390075684
1692378825.0799234,14874,3.485496997833252
1692378834.2329679,14893,3.4848437309265137
1692378911.508629,15028,3.493720054626465
1692378945.6880403,15091,3.4898457527160645
1692378972.0799322,15137,3.4956014156341553
1692378997.4681504,15181,3.493342876434326
1692379045.5544834,15267,3.4982528686523438
1692379077.5246289,15325,3.498084545135498
1692379161.4942136,15474,3.499600887298584
1692379162.433242,15476,3.5008084774017334
1692379182.442285,15508,3.5018510818481445
1692379199.2990336,15539,3.502429962158203
1692379314.8233745,15741,3.5054426193237305
1692379326.481807,15765,3.505136013031006
1692379332.7005339,15774,3.50052547454834
1692379363.1923432,15829,3.506592273712158
1692379448.4832842,15980,3.511047840118408
1692379455.1264174,15994,3.5157785415649414
1692379512.7994409,16096,3.5054943561553955
1692379525.0850465,16117,3.5105669498443604
1692379599.6171823,16250,3.5150527954101562
1692379638.8901987,16322,3.508363723754883
1692379651.5896978,16344,3.518548011779785
1692379662.0176191,16361,3.511747360229492
1692379686.4223487,16407,3.5170726776123047
1692379707.3009846,16441,3.515984296798706
1692379743.6668427,16506,3.519150733947754
1692379789.7859921,16586,3.518859624862671
1692379834.064996,16662,3.520875930786133
1692379853.9050655,16698,3.5197362899780273
1692379917.5159602,16809,3.529660224914551
1692379917.9958239,16810,3.5296831130981445
1692379936.7111614,16844,3.5270652770996094
1692379945.7407515,16858,3.525381326675415
1692379968.7861733,16900,3.530512809753418
1692380064.5516694,17067,3.5321385860443115
1692380081.714388,17098,3.5311944484710693
1692380101.0653415,17132,3.536764621734619
1692380163.4385388,17240,3.5384528636932373
1692380181.7587292,17273,3.5346555709838867
1692380192.5341246,17291,3.537396192550659
1692380193.5388525,17293,3.5378823280334473
1692380208.2599087,17317,3.538485050201416
1692380208.7412653,17318,3.5347607135772705
1692380210.1904979,17321,3.539299964904785
1692380219.907561,17340,3.539332389831543
1692380241.436329,17375,3.5405330657958984
1692380258.8537261,17406,3.540374994277954
1692380280.0293806,17445,3.546248197555542
1692380285.3740485,17455,3.548475980758667
1692380335.5073516,17544,3.548771858215332
1692380344.8173504,17558,3.547266960144043
1692380361.4776785,17587,3.549835681915283
1692380365.3994322,17595,3.550076961517334
1692380381.9074066,17624,3.5505809783935547
1692380439.8491874,17723,3.5551106929779053
1692380569.9975781,17954,3.5607237815856934
1692380586.0272584,17982,3.572263240814209
1692380593.39559,17991,3.563960313796997
1692380609.919675,18019,3.5642449855804443
1692380630.0741642,18054,3.566708564758301
1692380635.9962645,18066,3.564844846725464
1692380672.2182481,18130,3.566922664642334
1692380751.8731918,18265,3.5765180587768555
1692380781.1258035,18319,3.575897693634033
1692380859.39728,18452,3.5806069374084473
1692380859.8869157,18453,3.5793352127075195
1692380940.0442922,18593,3.5887932777404785
1692381010.5851877,18714,3.5936315059661865
1692381014.0187027,18721,3.589919090270996
1692381088.5299833,18846,3.593486785888672
1692381153.5758846,18959,3.5870184898376465
1692381182.1314046,19006,3.586790084838867
1692381193.0700214,19028,3.5932435989379883
1692381206.653363,19049,3.597144842147827
1692381246.8344457,19117,3.5909461975097656
1692381279.709888,19170,3.590973377227783
1692381314.3877923,19228,3.591306209564209
1692381340.1935205,19272,3.583219051361084
1692381468.1453342,19486,3.581414222717285
1692381477.4334238,19504,3.5824828147888184
1692381491.088849,19526,3.574878215789795
1692381494.1884427,19532,3.581350088119507
1692381558.4748862,19641,3.573301315307617
1692381568.2721722,19655,3.5716090202331543
1692381574.0863876,19666,3.574110507965088
1692381613.665691,19732,3.5697827339172363
1692381616.7503002,19738,3.5632903575897217
1692381652.4423501,19797,3.562286853790283
1692381669.774762,19824,3.5624709129333496
1692381685.1270363,19847,3.564279317855835
1692381726.406791,19917,3.549400806427002
1692381738.134986,19939,3.5495009422302246
1692381757.9392548,19972,3.5446715354919434
1692381772.8806844,19996,3.53248929977417
1692381796.7079792,20036,3.5404062271118164
1692381808.8616645,20054,3.54124116897583
1692381812.018123,20060,3.545713186264038
1692381813.606374,20063,3.5356688499450684
1692381861.552665,20139,3.5278677940368652
1692381862.1057947,20140,3.5259671211242676
1692381889.4860208,20187,3.5266928672790527
1692381908.4614596,20218,3.523601770401001
1692381925.3832448,20245,3.5223052501678467
1692381927.115651,20248,3.509941816329956
1692381930.114969,20253,3.5170154571533203
1692381972.6104527,20324,3.51116681098938
1692381978.2354653,20335,3.4980709552764893
1692382009.673728,20384,3.4949793815612793
1692382044.7665865,20441,3.4929451942443848
1692382071.1735878,20486,3.486198902130127
1692382094.9526558,20527,3.4787111282348633
1692382101.5827103,20540,3.4722108840942383
1692382102.0940757,20541,3.474548101425171
1692382116.1536787,20563,3.472666025161743
1692382127.4350562,20579,3.467625856399536
1692382194.051841,20690,3.450150489807129
1692382205.399184,20711,3.440852165222168
1692382246.8511705,20780,3.4330549240112305
1692382248.3886907,20783,3.429219961166382
1692382251.5216198,20784,3.426515579223633
1692382280.0594237,20832,3.4270377159118652
1692382295.7470562,20856,3.417135238647461
1692382374.535528,20988,3.3844470977783203
1692382433.07236,21081,3.3657407760620117
1692382472.872156,21145,3.3390393257141113
1692382513.6768634,21210,3.3218650817871094
1692382526.4161956,21233,3.306950092315674
1692382580.0237415,21317,3.281843423843384
1692382581.720119,21320,3.2877213954925537
1692382584.6414135,21325,3.2801108360290527
1692382626.7860343,21392,3.262759208679199
1692382636.8037136,21410,3.261151075363159
1692382685.9116566,21485,3.226175308227539
1692382710.0393364,21524,3.2285547256469727
1692382809.3812506,21682,3.1915433406829834
1692382836.2731986,21725,3.180236339569092
1692382878.2128496,21790,3.172670364379883
1692382881.5250866,21796,3.167146682739258
1692382899.0712073,21822,3.1725335121154785
1692382914.214724,21843,3.1709446907043457
1692382917.622411,21849,3.1582422256469727
1692383016.5636585,22007,3.170564651489258
1692383169.265418,22246,3.1895346641540527
1692383176.999727,22259,3.201469898223877
1692383198.5589938,22293,3.199392795562744
1692383214.5548465,22317,3.2013301849365234
1692383222.3089054,22331,3.206603527069092
1692383240.822811,22359,3.2087254524230957
1692383313.342217,22473,3.241140842437744
1692383335.7185538,22508,3.2370240688323975
1692383358.9964304,22545,3.2543201446533203
1692383416.1632397,22636,3.249387502670288
1692383501.4121463,22766,3.2750024795532227
1692383550.0829551,22841,3.2840781211853027
1692383607.6743195,22931,3.30039644241333
1692383609.3262033,22934,3.296724319458008
1692383704.9797006,23081,3.3143367767333984
1692383707.2978003,23085,3.313478708267212
1692383734.5033045,23128,3.318906545639038
1692383740.694296,23139,3.3289008140563965
1692383749.1818016,23149,3.3192269802093506
1692383771.925015,23183,3.3137197494506836
1692383777.4403586,23193,3.3212783336639404
1692383791.987079,23219,3.322749137878418
1692383823.781441,23264,3.333300828933716
1692383836.859121,23287,3.3153371810913086
1692383871.1711817,23338,3.331444263458252
1692383884.6366572,23362,3.3225975036621094
1692383897.9919727,23381,3.329698085784912
1692383927.8992257,23428,3.3270387649536133
1692384001.2027938,23541,3.3229005336761475
1692384032.230738,23590,3.3106274604797363
1692384084.3366156,23671,3.2987771034240723
1692384090.4471335,23682,3.3049468994140625
1692384105.3478158,23702,3.3021883964538574
1692384152.5884798,23775,3.2864573001861572
1692384188.6503353,23832,3.272221088409424
1692384258.948053,23939,3.2472105026245117
1692384350.7881615,24080,3.197174549102783
1692384376.438046,24119,3.195058822631836
1692384392.9547272,24148,3.1850438117980957
1692384449.3596509,24235,3.1513681411743164
1692384482.9626343,24283,3.1360912322998047
1692384484.159689,24285,3.134714126586914
1692384509.3759906,24323,3.122096538543701
1692384522.469065,24346,3.104085922241211
1692384569.6165948,24417,3.085756540298462
1692384660.2090034,24558,3.038318157196045
1692384703.2694273,24622,3.018707513809204
1692384765.8548124,24720,2.9840445518493652
1692384773.3154747,24728,2.979140281677246
1692384886.2249992,24902,2.911466360092163
1692384907.9666448,24935,2.8835549354553223
1692384954.1335459,25009,2.8555169105529785
1692384979.65515,25048,2.845480442047119
1692385038.8876123,25134,2.788203477859497
1692385084.7160604,25207,2.7564501762390137
1692385102.0889788,25232,2.7456207275390625
1692385109.4861598,25245,2.736074924468994
1692385114.9494197,25254,2.736541509628296
1692385166.9670205,25333,2.688809633255005
1692385207.0625696,25392,2.6714892387390137
1692385279.82779,25506,2.6191024780273438
1692385291.818493,25521,2.600712537765503
1692385344.952655,25600,2.5688247680664062
1692385401.78972,25687,2.531475067138672
1692385460.5300148,25776,2.502838611602783
1692385485.6113198,25813,2.4765851497650146
1692385508.8594072,25848,2.469142436981201
1692385555.5582654,25922,2.4470412731170654
1692385638.0261197,26046,2.4072132110595703
1692385653.2717001,26067,2.4129769802093506
1692385658.453583,26076,2.416611671447754
1692385667.4561646,26092,2.3942601680755615
1692385710.231852,26155,2.3935861587524414
1692385710.8040302,26156,2.3905086517333984
1692385718.8772318,26170,2.3820526599884033
1692385800.415366,26293,2.352017879486084
1692385807.3926096,26304,2.363880157470703
1692385872.6301353,26404,2.3423047065734863
1692385917.966075,26471,2.3216710090637207
1692386051.192553,26671,2.296316623687744
1692386134.957561,26798,2.3072245121002197
1692386135.5518823,26799,2.3044214248657227
1692386152.991047,26828,2.294790744781494
1692386154.1581552,26830,2.293883800506592
1692386220.4177957,26929,2.304210662841797
1692386321.4074962,27079,2.2889227867126465
1692386362.3608024,27143,2.2896361351013184
1692386365.8845034,27149,2.283442974090576
1692386372.8843524,27155,2.2818026542663574
1692386375.3020134,27159,2.2867918014526367
1692386375.8910472,27160,2.287625789642334
1692386450.718439,27275,2.2884531021118164
1692386486.7545152,27330,2.2882895469665527
1692386568.277142,27450,2.2858188152313232
1692386604.617205,27506,2.301870584487915
1692386672.0453455,27604,2.286933422088623
1692386677.8629453,27614,2.2936694622039795
1692386681.9781458,27621,2.297987937927246
1692386692.3681753,27639,2.2922120094299316
1692386732.7987103,27696,2.2873072624206543
1692386761.8069115,27740,2.293653964996338
1692386815.6645129,27826,2.305328130722046
1692386875.9935818,27917,2.305044174194336
1692386877.1335874,27919,2.3077776432037354
1692386899.3365102,27951,2.2994070053100586
1692386913.053477,27969,2.293313503265381
1692387100.711421,28252,2.2854208946228027
1692387115.9270725,28278,2.2866034507751465
1692387145.903342,28322,2.283628463745117
1692387181.5795777,28377,2.294045925140381
1692387225.7346284,28439,2.2890210151672363
1692387233.572063,28452,2.287975788116455
1692387295.0143626,28544,2.293919801712036
1692387312.3445787,28573,2.2929325103759766
1692387339.421176,28612,2.2915029525756836
1692387526.9042687,28892,2.292837619781494
1692387580.9438787,28971,2.2866415977478027
1692387596.4943128,28997,2.2872023582458496
1692387613.1018796,29019,2.2955498695373535
1692387624.428149,29038,2.2904629707336426
1692387642.775863,29063,2.3185386657714844
1692387652.6433823,29079,2.307682752609253
1692387659.74627,29091,2.3036627769470215
1692387688.764203,29134,2.2991409301757812
1692387737.2718582,29202,2.308774709701538
1692387778.2701075,29264,2.3030171394348145
1692387917.6339707,29472,2.2997889518737793
1692387921.699869,29479,2.2986273765563965
1692387930.6136534,29488,2.307988166809082
1692387964.088684,29538,2.3073132038116455
1692387965.887896,29541,2.2999379634857178
1692387978.9443188,29562,2.3182060718536377
1692388001.2884417,29593,2.2977354526519775
1692388012.4905674,29612,2.297952175140381
1692388106.0268583,29748,2.3306984901428223
1692388164.8909912,29829,2.320308208465576
1692388165.5174403,29830,2.327457904815674
1692388187.1364853,29864,2.324310779571533
1692388289.5135565,30001,2.3283941745758057
1692388292.7876213,30006,2.3384695053100586
1692388313.7496068,30032,2.331995964050293
1692388347.552097,30078,2.3280115127563477
1692388356.81235,30093,2.335134267807007
1692388419.0346498,30175,2.341343879699707
1692388451.562523,30218,2.3269906044006348
1692388468.23532,30244,2.3446154594421387
1692388499.41253,30285,2.3351187705993652
1692388531.650094,30328,2.341918706893921
1692388628.487582,30460,2.337834596633911
1692388637.1838396,30467,2.3603017330169678
1692388639.7979853,30471,2.346191167831421
1692388715.5418062,30573,2.3433642387390137
1692388742.0725486,30613,2.352236270904541
1692388813.4157524,30707,2.3435492515563965
1692388825.7184424,30721,2.3496179580688477
1692388837.1914911,30739,2.3617851734161377
1692389051.7964945,31053,2.343766450881958
1692389087.8489668,31106,2.352776527404785
1692389172.1175485,31225,2.3474531173706055
1692389295.0786014,31407,2.3305201530456543
1692389321.0654757,31444,2.337857484817505
1692389385.8300962,31538,2.347696304321289
1692389494.867222,31697,2.3261404037475586
1692389511.1325014,31723,2.325770854949951
1692389539.2225406,31763,2.3234052658081055
1692389571.5873334,31809,2.320977210998535
1692389615.1689777,31874,2.3169193267822266
1692389619.435902,31881,2.311617374420166
1692389624.2713335,31889,2.3190386295318604
1692389657.8299077,31937,2.30755615234375
1692389663.2834017,31946,2.311896324157715
1692389707.6861494,32005,2.3175837993621826
1692389715.6313853,32018,2.306922435760498
1692389815.8809068,32163,2.303839683532715
1692389823.0590665,32175,2.311706781387329
1692389843.7233171,32208,2.295389175415039
1692389873.310527,32250,2.2990145683288574
1692389917.633803,32315,2.2892115116119385
1692389971.0171032,32389,2.297147035598755
1692390003.6918597,32436,2.2827837467193604
1692390069.077243,32530,2.2704644203186035
1692390076.9816396,32543,2.284310817718506
1692390123.7370222,32612,2.251481533050537
1692390156.4419477,32658,2.2641243934631348
1692390190.2421978,32707,2.277998208999634
1692390229.0999813,32763,2.273813009262085
1692390318.7499638,32895,2.251060962677002
1692390323.8386838,32903,2.245608329772949
1692390393.504483,33003,2.2389984130859375
1692390404.8094509,33015,2.2282521724700928
1692390416.9715588,33035,2.2612144947052
1692390495.670183,33149,2.2360377311706543
1692390498.3459117,33153,2.228785514831543
1692390518.689169,33180,2.2397849559783936
1692390519.885641,33182,2.2321672439575195
1692390579.9216435,33272,2.222102165222168
1692390631.2469428,33342,2.235922336578369
1692390648.3667705,33369,2.218539237976074
1692390652.7504816,33376,2.22196888923645
1692390674.0141377,33404,2.2136178016662598
1692390767.35263,33540,2.212585687637329
1692390833.4024522,33632,2.196812629699707
1692390837.7626584,33639,2.2043700218200684
1692390902.2909656,33729,2.209587574005127
1692390907.8748028,33738,2.1966023445129395
1692390915.2000575,33750,2.1999197006225586
1692390926.977192,33769,2.189969539642334
1692390941.650142,33786,2.1814887523651123
1692390979.5689857,33840,2.201887607574463
1692390987.1603348,33852,2.1954660415649414
1692391002.818727,33877,2.185445785522461
1692391030.5226634,33914,2.1790542602539062
1692391071.1230114,33972,2.180833339691162
1692391104.1692882,34018,2.173243522644043
1692391115.8600485,34037,2.176335334777832
1692391120.16616,34044,2.1722562313079834
1692391153.1328926,34090,2.1654577255249023
1692391189.5993595,34142,2.1858015060424805
1692391191.4659889,34145,2.164963722229004
1692391217.8474221,34180,2.1600522994995117
1692391307.4150565,34310,2.1602747440338135
1692391344.2570462,34362,2.143293857574463
1692391344.8828566,34363,2.1338534355163574
1692391357.9684725,34384,2.144578218460083
1692391396.8920693,34439,2.146939754486084
1692391462.2922127,34526,2.1395931243896484
1692391462.9721956,34527,2.1413588523864746
1692391493.4351306,34565,2.142110824584961
1692391516.9786339,34600,2.137150764465332
1692391523.2681935,34609,2.1311333179473877
1692391635.0657473,34752,2.119872808456421
1692391657.0340202,34784,2.119453191757202
1692391732.074052,34879,2.125941753387451
1692391850.8475702,35031,2.120555877685547
1692391889.0552495,35080,2.090106248855591
1692391913.9356089,35116,2.087571620941162
1692391961.5673637,35178,2.0977625846862793
1692392023.0541255,35255,2.0869178771972656
1692392025.1598904,35258,2.0992844104766846
1692392081.8928885,35334,2.086883068084717
1692392096.089236,35355,2.078824996948242
1692392106.3667707,35363,2.088517189025879
1692392115.1521583,35376,2.091625213623047
1692392116.4384656,35378,2.08701753616333
1692392120.351316,35384,2.0864405632019043
1692392197.2764063,35482,2.069734573364258
1692392198.652672,35484,2.064652442932129
